source_code,source_term,modality,wise,last_date,source_frequency
RAD_BDN_MG,Botdensitometrie Nomenclatuur,Mammography,Botdensitometrie Nomenclatuur - OT: 1196; Botdensitometrie Nomenclatuur - DX: 7; BIVENTR. DEFIBRILLATORIMPLANT+ NARCOSE - XA: 2,2017-09-22,1138
RAD_ZH00000050_CR,CR LWZ + Flexie/Extentie,Computed Radiography,CR LWZ + Flexie/Extentie - CR: 1119,2023-03-16,1136
RAD_ECVB_MG,Echo vrouwelijk bekken,Mammography,Echo vrouwelijk bekken - US: 348; Echo vrouwelijk bekken - US: 238,2017-09-20,1125
RAD_ZH00000165_CT,CT Lever,Computed Tomography,CT Lever - CT: 1118,2023-03-16,1120
RAD_ZH00000275_US,Echo Vinger Rechts,Ultra Sound,Echo Vinger Rechts - US: 1076,2023-03-15,1118
RAD_T_EXTOE_MG,Extern Uitgevoerde Onderzoeken,Mammography,not in wise,2018-04-18,1116
RAD_ZH00000173_CT,CT Hals-Thorax,Computed Tomography,CT Hals-Thorax - CT: 1116;  - CT: 2,2023-03-15,1108
RAD_0000005146_OT,Myocardscintigrafie (Tc99m) rust inj,Other,Myocardscintigrafie (Tc99m) rust inj - OT: 1039; Myocardscintigrafie (Tc99m) rust inj - NM: 9; Myocardscintigrafie (Tc99m) rust inj - CT: 7; Myocardscintigrafie (Tc99m) rust inj - MG: 6; Myocardscintigrafie (Tc99m) rust inj - DX: 1,2020-06-09,1107
RAD_ZH00000333_MR,MR Angio Onderste Ledematen,Magnetic Resonance,MR Angio Onderste Ledematen - MR: 1115,2023-03-13,1100
RAD_0000008604_OT,CR EOS Wervelzuil / 3D Full Spine,Other,CR EOS Wervelzuil / 3D Full Spine - DX: 702; CR EOS Wervelzuil / 3D Full Spine - OT: 355; CR EOS Wervelzuil / 3D Full Spine - CR: 15; CR EOS Heup Rechts - OT: 4; CR EOS Heup Rechts - DX: 1,2023-03-13,1095
RAD_ZH00000554_OT,Botdensitometrie Terugbetaald,Other,Botdensitometrie Terugbetaald - DX: 1319; Botdensitometrie Terugbetaald - OT: 1094,2020-05-28,1094
RAD_ZH00005082_NM,3-fasen skeletscintigrafie scan,Nuclear Medicine,3-fasen skeletscintigrafie scan - NM: 1094,2023-03-15,1093
RAD_0000008674_US,Echo Buikwand,Ultra Sound,not in wise,2023-03-16,1091
RAD_T_CLAR_MG,RX Clavicula Re,Mammography,not in wise,2018-04-18,1080
RAD_SNM_MG,Smith & Nephew Menen,Mammography,Smith - OT: 1074; Smith - ES: 2,2015-10-08,1077
RAD_1221_MG,FEMUR,Mammography,FEMUR - CR: 908,2015-10-13,1074
RAD_1702_MG,ECHO HALS,Mammography,ECHO HALS - US: 1046; ECHO HALS - MG: 2,2015-10-14,1074
RAD_1131_MG,VOORARM,Mammography,VOORARM - CR: 941,2015-10-12,1072
RAD_0000008769_OT,ESWL Rumbeke,Other,ESWL Rumbeke - OT: 1356; ESWL Rumbeke - RF: 226; ESWL Rumbeke - US: 2,2023-03-15,1072
RAD_TEER_MG,TEE + Reconversie,Mammography,TEE + Reconversie - US: 1203; RX Teen Rechts - DX: 1199; RX Teen Rechts - CR: 884,2017-09-28,1070
RAD_ZH00000416_MR,MR Cervix/Uterus/Endometrium,Magnetic Resonance,MR Cervix/Uterus/Endometrium - MR: 1059,2023-03-16,1067
RAD_ZH00000222_CT,CT Arthro  Schouder Rechts,Computed Tomography,CT Arthro  Schouder Rechts - CT: 1059,2023-03-14,1055
RAD_T_EHEUP1_MG,Echo Heup Unilateraal,Mammography,not in wise,2018-04-19,1045
RAD_NCTLM_MG,CT Lidmaat,Mammography,CT Lidmaat - NM: 108; CT Lidmaat - CT: 2,2017-09-29,1040
RAD_0000008542_CR,CR Arthro Schouder Rechts (CT),Computed Radiography,CR Arthro Schouder Rechts (CT) - CR: 1016,2023-03-14,1038
RAD_ZH00000057_CR,CR Neus,Computed Radiography,CR Neus - CR: 980;  - CR: 1,2023-03-15,1035
RAD_1352_MG,MAMMOGRAFIE,Mammography,MAMMOGRAFIE - MG: 1012; MAMMOGRAFIE - OT: 2,2015-10-14,1018
RAD_ZH00000313_US,Duplex-Dopler Onderste Lidmaat Arterieel Links,Ultra Sound,Duplex-Dopler Onderste Lidmaat Arterieel Links - US: 979,2023-03-16,1017
RAD_FEMUR_MG,Femur-obeen,Mammography,Femur-obeen - CR: 1003,2011-03-21,1003
RAD_CLA_MG,RX Clavicula,Mammography,RX CLAVICULA - CR: 127; RX Clavicula - CR: 62; clavicula - CR: 1,2006-05-02,998
RAD_ZH00000154_CT,CT Thorax Low Dose,Computed Tomography,CT Thorax Lowe Dose - CT: 885; CT Thorax Low Dose - CT: 190,2023-03-16,994
RAD_1660_MG,CT HALS,Mammography,CT HALS - CT: 904; CT HALS - MG: 1,2015-10-07,986
RAD_ZH00000446_MR,MR Hand/Pols Standaard Rechts,Magnetic Resonance,MR Hand/Pols Standaard Rechts - MR: 953;  - MR: 1; MR Pols Standaard Rechts - MR: 1,2023-03-15,979
RAD_THI_MG,Therapie I 131,Mammography,Therapie I 131 - NM: 40,2017-09-25,979
RAD_K_MG,Knie,Mammography,Knie - OT: 495; Knie - ES: 433; Knie - RF: 40,2017-09-15,972
RAD_0000008593_US,Echo Klierstreken,Ultra Sound,Echo Klierstreken - US: 986,2023-03-16,967
RAD_ZH00000379_MR,MR Hals Standaard,Magnetic Resonance,MR Hals Standaard - MR: 955,2023-03-10,964
RAD_CORR_MG,CORONARO EN RECHTER HART,Mammography,CORONARO EN RECHTER HART - XA: 1045; CORONARO EN RECHTER HART - OT: 1; CORONARO EN RECHTER HART - SR: 1,2017-09-28,963
RAD_CS00000002_CR,OPG,Computed Radiography,OPG - CR: 987; OPT - CR: 1,2023-03-16,961
RAD_CT ABDOM_MG,CT ABDOMEN,Mammography,not in wise,2011-03-24,960
RAD_LVE_MG,Longventilatie,Mammography,Longventilatie - NM: 366; Longventilatie - US: 1,2016-06-30,960
RAD_CAROTIDE_MG,CAROTIDEN + VERTEBRALIS,Mammography,not in wise,2011-03-24,960
RAD_ZH00000478_MR,MR Voorvoet Standaard Rechts,Magnetic Resonance,MR Voorvoet Standaard Rechts - MR: 882,2023-03-14,955
RAD_ZH00000477_MR,MR Voorvoet Standaard Links,Magnetic Resonance,MR Voorvoet Standaard Links - MR: 886,2023-03-15,953
RAD_1718_MG,CAROTIDEN + VERTEBRALIS,Mammography,CAROTIDEN + VERTEBRALIS - US: 937; CAROTIDEN + VERTEBRALIS - CR: 1,2015-10-13,950
RAD_TLFI_MG,Thalliumscan fiets,Mammography,Thalliumscan fiets - NM: 224; Thalliumscan fiets - OT: 8,2010-09-16,946
RAD_T_CANGIO_MG,CT Angio,Mammography,not in wise,2018-04-16,945
RAD_T_CDENTA_MG,CT Dentascan,Mammography,not in wise,2018-01-31,943
RAD_1234_MG,SIGEWRICHT,Mammography,SIGEWRICHT - CR: 749,2015-10-14,942
RAD_T_CKNIR_MG,CT Knie Re,Mammography,not in wise,2018-04-19,939
RAD_T_DLIDV2_MG,Duplex Veneus Tweezijdig,Mammography,not in wise,2018-01-30,935
RAD_T_DCAV_MG,Duplex Car & Vert,Mammography,not in wise,2018-04-18,935
RAD_MAG3_MG,Nierscan MAG3/DTPA,Mammography,Nierscan MAG3 - NM: 510; Nierscan MAG3/DTPA - NM: 46; Nierscan MAG3 - OT: 22,2017-09-22,933
RAD_ZH00000180_CT,CT Trauma - Hersenen + MFM,Computed Tomography,CT Trauma - Hersenen + MFM - CT: 875; CT Polytrauma - Hersenen + MFM - CT: 21; CT Hersenen + MFM - CT: 3,2023-03-16,932
RAD_ZH00005085_OT,Whole body met SPECT en diagnostische CT inj,Other,Whole body met SPECT en diagnostische CT inj - NM: 1231; Whole body met SPECT en diagnostische CT inj - OT: 934; Whole body met SPECT en diagnostische CT inj - CT: 1; Whole body met SPECT en diagnostische CT inj - MG: 1,2020-05-28,930
RAD_ZH00000274_US,Echo Vinger Links,Ultra Sound,Echo Vinger Links - US: 909,2023-03-16,928
RAD_KM2_MG,Kleine Macroscopie 2x,Mammography,not in wise,2011-11-22,923
RAD_SMIM4_MG,Supermakroscopie + 4 immuno's,Mammography,not in wise,2011-11-03,922
RAD_0000008792_NM,Myocardscintigrafie (Tc99m) rust scan,Nuclear Medicine,Myocardscintigrafie (Tc99m) rust scan - NM: 897,2023-03-16,910
RAD_DLME_MG,echo&duplex lidmaat,Mammography,Echo - US: 425; echo - US: 313; echo&duplex lidmaat - US: 38; Echo&duplex lidmaat - US: 22; echo - CR: 2; Echo - CR: 1; echo - RF: 1,2017-09-28,904
RAD_BEK2_MG,BEK2,Mammography,not in wise,1997-06-01,902
RAD_VOORARM_MG,Voorarm(en),Mammography,Voorarm(en) - CR: 899,2011-03-22,901
RAD_DUBA_MG,bilaterale duplex arteriele bloedvaten,Mammography,bilaterale duplex arteriele bloedvaten - US: 957,2017-09-29,897
RAD_EG_MG,Echo gastro SC,Mammography,elders gemaakte beelden - CT: 371; elders gemaakte beelden - MG: 261; elders gemaakte beelden - MR: 142; elders gemaakte beelden - US: 121; elders gemaakte beelden - CR: 61; elders gemaakte beelden - PT: 20; elders gemaakte beelden - DX: 17; elders gemaakte beelden - NM: 4; elders gemaakte beelden - XA: 4; EG CT thorax en abdomen - CT: 2; elders gemaakte beelden - RF: 2; Echo gastro SC - CT: 1; RX DWZ LWZ BEKK RX DWZ LWZ BEKK - DX: 1; elders gemaakte beelden - PR: 1; MAMMO - MG: 1; elders gemaakte beelden - IC: 1; elders gemaakte beelden - OT: 1; Echo mammo - US: 1; CORONARO EN RECHTER HART - XA: 1,2017-09-28,895
RAD_ZH00005111_CT,"CT HART - Pre ablatie (-,+)/EKG",Computed Tomography,"CT HART - Pre ablatie (-,+)/EKG - CT: 340; CT Pre ablatie (-,+)/EKG - CT: 323; CT HART - Pre ablatie (-,+)/EKG - CT: 253",2023-03-16,892
RAD_0000005145_NM,Dopamine transporter SPECT scan,Nuclear Medicine,Dopamine transporter SPECT scan - NM: 893,2023-03-16,891
RAD_ZH00000241_CT,Conebeam Bovenkaak,Computed Tomography,Conebeam Bovenkaak - CT: 888,2023-03-15,890
RAD_ZH00000522_XA,Plaatsen PICC,X-Ray Angiography,Plaatsen PICC - XA: 885; Plaatsen PICC - CR: 184; Plaatsen PICC - US: 142,2023-03-16,889
RAD_ZH00005088_NM,Longventilatie en -perfusie met SPECT/CT scan,Nuclear Medicine,Longventilatie en -perfusie met SPECT/CT scan - NM: 874; Longventilatie en -perfusie met SPECT/CT inh - NM: 1,2023-03-16,887
RAD_T_ECH2_MG,Echo 2,Mammography,not in wise,2018-04-19,887
RAD_T_CKNIL_MG,CT Knie Li,Mammography,not in wise,2018-04-18,880
RAD_ZH00000343_MR,MR Hersenen Vertigo,Magnetic Resonance,MR Hersenen Vertigo - MR: 849,2023-03-14,877
RAD_VIRCOL_MG,Virt. colonscopie enkel,Mammography,Virt. colonscopie enkel - CT: 785; Virt. colonscopie enkel - SC: 2; Virt. colonscopie enkel - SEG: 1,2017-09-25,870
RAD_SIGEWRIC_MG,SIG,Mammography,not in wise,2011-03-22,868
RAD_T_MRROTS_MG,MRI Rotsbeenderen,Mammography,not in wise,2018-04-17,867
RAD_AAOL-OLD_MG,ART.AO + OND.LED.,Mammography,not in wise,2001-05-22,867
RAD_MAAG_MG,Maaglediging,Mammography,Maaglediging - NM: 477; Maaglediging - OT: 12,2017-09-29,865
RAD_ERCP_MG,ERCP,Mammography,ENDOERCP - XA: 399; ERCP zonder tomie new - RF: 278; C-Boog MDL - XA: 217; ERCP zonder tomie new - XA: 156; ERCP zonder tomie - RF: 110; ERCP zonder tomie - CR: 2,2017-09-27,860
RAD_ZH00000199_CT,CT Schouder Rechts,Computed Tomography,CT Schouder Rechts - CT: 835,2023-03-15,860
RAD_ZH00000498_US,Punctie Borst (Cytologie),Ultra Sound,Punctie Borst (Cytologie) - US: 849; Punctie Borst (Cytologie) - CT: 1,2023-03-16,859
RAD_ZH00005244_US,duplex veneus OL/BL,Ultra Sound,duplex veneus OL/BL - US: 948; duplex veneus OL/BL - US: 70; duplex veneus OL/BL - OT: 5,2023-03-13,856
RAD_ZH00000208_CT,CT Heup Rechts,Computed Tomography,CT Heup Rechts - CT: 690,2023-03-16,850
RAD_T_MRABD_MG,MRI Abdomen,Mammography,not in wise,2018-04-19,850
RAD_ZH00005273_CR,CR Enkel Links Staande,Computed Radiography,CR Enkel Links Staande - CR: 802; CR Enkel Links Staande - OT: 2;  - CR: 1,2023-03-16,842
RAD_ZH00000348_MR,MR Hersenen Epilepsie,Magnetic Resonance,MR Hersenen Epilepsie - MR: 790,2023-03-16,842
RAD_1151_MG,HUMERUS,Mammography,HUMERUS - CR: 725; HUMERUS - RF: 1,2015-10-12,842
RAD_T_ESCH_MG,Echo Schedel,Mammography,not in wise,2018-04-18,840
RAD_PBCB_MG,Punctie Borst core biopsie,Mammography,punctie borst core biopsie - US: 108; Punctie Borst core biopsie - US: 53; Punctie Borst core biopsie - MG: 45; Punctie Borst core biopsie - CR: 2; punctie borst core biopsie - MG: 1,2017-09-28,839
RAD_ZH00000207_CT,CT Heup Links,Computed Tomography,CT Heup Links - CT: 683,2023-03-15,839
RAD_MIFI_MG,Myocardscan fiets,Mammography,Myocardscan fiets - NM: 732,2017-09-27,834
RAD_T_ELG_MG,Echo Lever-Galblaas,Mammography,not in wise,2018-04-18,834
RAD_T_CTH-_MG,CT Thorax -,Mammography,not in wise,2018-04-17,832
RAD_T_EKNIE1_MG,Echo Knie Unilateraal,Mammography,not in wise,2018-04-19,829
RAD_ZH00000445_MR,MR Hand/Pols Standaard Links,Magnetic Resonance,MR Hand/Pols Standaard Links - MR: 805; MR Pols Standaard Links - MR: 6,2023-03-16,829
RAD_ZH00000146_CT,CT DWZ Trauma,Computed Tomography,CT DWZ Trauma - CT: 768,2023-03-15,827
RAD_NMR HALS_MG,NMR HALS THORAX,Mammography,NMR HALS THORAX - MG: 1,2011-03-23,825
RAD_ZH00005275_CR,CR Enkel Rechts Staande,Computed Radiography,CR Enkel Rechts Staande - CR: 795; CR Enkel Rechts Staande - OT: 2,2023-03-16,824
RAD_HUMERUS_MG,Humerus,Mammography,Humerus - CR: 822,2011-03-24,822
RAD_ZH00000360_MR,MR Hersenen Hypofyse Micro,Magnetic Resonance,MR Hersenen Hypofyse Micro - MR: 822,2023-03-15,822
RAD_ZH00005081_NM,3-fasen skeletscintigrafie inj,Nuclear Medicine,3-fasen skeletscintigrafie inj - NM: 827; 3-fasen skeletscintigrafie inj - OT: 219,2023-03-15,816
RAD_ZH00000150_CT,CT SIG Standaard,Computed Tomography,CT SIG Standaard - CT: 735,2023-03-14,813
RAD_ZH00000387_MR,MR CWZ MS,Magnetic Resonance,MR CWZ MS - MR: 795,2023-03-16,813
RAD_BDP_MG,Botdensitometrie pseudonummer,Mammography,Botdensitometrie pseudonummer - OT: 767; Botdensitometrie pseudonummer - DX: 2,2011-06-08,809
RAD_ZH00000211_CT,CT Knie Links,Computed Tomography,CT Knie Links - CT: 792,2023-03-14,808
RAD_N1666_MG,CT LIDMAAT,Mammography,CT LIDMAAT - NM: 18,2015-10-14,801
RAD_ZH00000091_CR,CR Slikfunctie,Computed Radiography,CR Slikfunctie - CR: 799,2023-03-07,800
RAD_T_MAM1_MG,Mammografie 1,Mammography,not in wise,2018-04-18,799
RAD_ZH00000198_CT,CT Schouder Links,Computed Tomography,CT Schouder Links - CT: 786,2023-03-15,794
RAD_T_SMD_MG,Slokd-Maag-Du,Mammography,not in wise,2018-04-19,792
RAD_ZH00000488_MR,Onderzoek Onder Narcose,Magnetic Resonance,Onderzoek Onder Narcose - MR: 795; MR Onder Narcose - MR: 3,2023-03-14,791
RAD_M201_MG,kl.macro + kl.micro,Mammography,not in wise,1999-06-30,789
RAD_ZH00000490_MR,MR Pediatrie Hersenen >2jr,Magnetic Resonance,MR Pediatrie Hersenen >2jr - MR: 798,2023-03-16,787
RAD_ZH00000086_CR,CR Sternum,Computed Radiography,CR Sternum - CR: 757,2023-03-15,775
RAD_0000005150_OT,Myocardscintigrafie (Tc99m) Stress Farmaco inj,Other,Myocardscintigrafie (Tc99m) Stress Farmaco inj - OT: 738; Myocardscintigrafie (Tc99m) Stress Farmaco inj - NM: 14; Myocardscintigrafie (Tc99m) Stress Farmaco inj - MG: 7; Myocardscintigrafie (Tc99m) Stress Farmaco inj - CT: 6; Myocardscintigrafie (Tc99m) Stress Farmaco inj - DX: 1,2020-06-09,775
RAD_ZH00000350_MR,MR Hersenen Parkinson,Magnetic Resonance,MR Hersenen Parkinson - MR: 749;  - MR: 2,2023-03-14,772
RAD_ESCH_MG,Echo schedelinhoud,Mammography,Echo Schedel - US: 720; Echo schedelinhoud - US: 538; Echo schedelinhoud - US: 238; Echo schedelinhoud - CT: 1,2017-09-28,770
RAD_DOPA_MG,Dopamine transporter SPECT-scintigrafie,Mammography,Dopamine transporter SPECT-scintigrafie - NM: 830,2017-09-28,766
RAD_1732_MG,UNILATER DUPLEX VENEUZE ONDERSTE OF BOVENSTE LIDM,Mammography,UNILATER DUPLEX VENEUZE ONDERSTE OF BOVENSTE LIDM - US: 727,2015-10-14,765
RAD_T_CDWZ_MG,CT Dorsale Wervelzuil,Mammography,not in wise,2018-04-13,762
RAD_ZH00000221_CT,CT Arthro Schouder Links,Computed Tomography,CT Arthro Schouder Links - CT: 760,2023-03-14,761
RAD_SECTRA_MG,Onderzoeken Sectra,Mammography,Onderzoeken Sectra - CR: 365; Onderzoeken Sectra - CT: 161; Onderzoeken Sectra - US: 68; Onderzoeken Sectra - RF: 23; Onderzoeken Sectra - MR: 20; Onderzoeken Sectra - NM: 9; Onderzoeken Sectra - OT: 8; Onderzoeken Sectra - MG: 6; Onderzoeken Sectra - PT: 2,2015-10-09,759
RAD_ECNB_MG,echo nier en blaas,Mammography,not in wise,2003-03-26,758
RAD_ZH00000317_US,Duplex-Dopler Bovenste Lidmaat Veneus Rechts,Ultra Sound,Duplex-Dopler Bovenste Lidmaat Veneus Rechts - US: 728,2023-03-15,756
RAD_COLD_MG,RX colon dubbel contrast,Mammography,RX colon dubbel contrast - RF: 36; RX colon dubbel contrast - CR: 11; Colon dubbel kontrast - RF: 2,2017-09-22,755
RAD_T_CAOL_MG,CT Angio Onderste Ledematen,Mammography,not in wise,2018-04-18,746
RAD_ZH00000161_CT,CT Abdomen Bloeding,Computed Tomography,CT Abdomen Bloeding - CT: 726; CT abdomen Bloeding - CT: 1;  - CT: 1,2023-03-12,746
RAD_ZH00000212_CT,CT Knie Rechts,Computed Tomography,CT Knie Rechts - CT: 736,2023-03-16,745
RAD_0000008541_CR,CR Arthro Schouder Links (CT),Computed Radiography,CR Arthro Schouder Links (CT) - CR: 729,2023-03-14,744
RAD_ZH00000440_MR,MR Elleboog Standaard Rechts,Magnetic Resonance,MR Elleboog Standaard Rechts - MR: 698,2023-03-16,740
RAD_ZH00000273_US,Echo Duim Rechts,Ultra Sound,Echo Duim Rechts - US: 730,2023-03-16,740
RAD_ZH00000069_CR,CR Arthro Heup Rechts,Computed Radiography,CR Arthro Heup Rechts - CR: 638; CR Arthro Heup Rechts - MR: 1,2023-03-16,737
RAD_T_CROTS_MG,CT Rotsbeenderen,Mammography,not in wise,2018-04-11,737
RAD_0000008571_US,Echo blaas en nieren,Ultra Sound,Echo blaas en nieren - US: 960,2023-01-12,737
RAD_ZH00000218_CT,CT Enkel Rechts,Computed Tomography,CT Enkel Rechts - CT: 708,2023-03-14,735
RAD_1707_MG,ECHO NIER/BLOEDVATEN,Mammography,ECHO NIER/BLOEDVATEN - US: 714,2015-10-14,730
RAD_41_MG,1x niet cx-uitstr.+celbl.,Mammography,not in wise,1999-06-30,722
RAD_ZH00000308_US,Duplex-Dopler Abdomen/Pelvis (oa. AAA),Ultra Sound,Duplex-Dopler Abdomen/Pelvis - US: 619; Duplex-Dopler Abdomen/Pelvis (oa. AAA) - US: 73,2023-03-16,718
RAD_ZH00000272_US,Echo Duim Links,Ultra Sound,Echo Duim Links - US: 707,2023-03-16,718
RAD_1235_MG,SCANIOMETRIE,Mammography,SCANIOMETRIE - RF: 481; SCANIOMETRIE - CR: 220; SCANIOMETRIE - MR: 1,2015-10-05,717
RAD_EMBO_MG,embolisatie,Mammography,EMBOLIS.NIET NEURO - RF: 177; EMBOLIS.NIET NEURO - XA: 110; embolisatie - XA: 76; EMBOLIS.NIET NEURO - US: 8,2017-09-15,716
RAD_ZH00000316_US,Duplex-Dopler Bovenste Lidmaat Veneus Links,Ultra Sound,Duplex-Dopler Bovenste Lidmaat Veneus Links - US: 690,2023-03-14,716
RAD_ZH00000351_MR,MR Hersenen Trauma,Magnetic Resonance,MR Hersenen Trauma - MR: 674,2023-03-09,715
RAD_ZH00000183_CT,CT Circ. Van Willis,Computed Tomography,CT Circ. Van Willis - CT: 639,2023-03-16,708
RAD_0000005149_NM,Myocardscintigrafie (Tc99m) Stress Fiets scan,Nuclear Medicine,Myocardscintigrafie (Tc99m) Stress Fiets scan - NM: 701,2023-03-14,706
RAD_ECZW_MG,echo zwangerschap,Mammography,Echo zwangerschap - US: 20; echo zwangerschap - US: 13,2016-02-03,705
RAD_GB3_MG,Gewone biopsie 3x,Mammography,not in wise,2011-11-15,700
RAD_DUUA_MG,Duplex unilateraal arterieel,Mammography,Duplex unilateraal arterieel - US: 827; Duplex unilateraal arterieel - CR: 2; Duplex unilateraal arterieel - XA: 2,2017-09-29,699
RAD_KMIM3_MG,Kleine Macroscopie + 3 immuno's,Mammography,not in wise,2011-11-09,698
RAD_ZH00000242_CT,Conebeam Onderkaak,Computed Tomography,Conebeam Onderkaak - CT: 685,2023-03-16,697
RAD_ZH00000438_MR,MR Lidmaat Rechts,Magnetic Resonance,MR Lidmaat Rechts - MR: 670; MR Lidmaat - extremity Rechts - MR: 6; MR Lidmaat Spierscheur - extremity Rechts - MR: 1,2023-03-15,695
RAD_ZH00005034_MR,MR Circulus van Willis,Magnetic Resonance,MR Circulus van Willis - MR: 532,2023-03-16,695
RAD_ZH00000437_MR,MR Lidmaat Links,Magnetic Resonance,MR Lidmaat Links - MR: 672; MR Lidmaat - extremity Links - MR: 4; MR Lidmaat Spierscheur - extremity Links - MR: 2,2023-03-16,692
RAD_T_EKLV_MG,Echo Klein Bekken V,Mammography,not in wise,2018-03-23,686
RAD_ZH00000202_CT,CT Pols Links,Computed Tomography,CT Pols Links - CT: 664,2023-03-14,685
RAD_ZH00000217_CT,CT Enkel Links,Computed Tomography,CT Enkel Links - CT: 652,2023-03-14,683
RAD_CWZ3_MG,CWZ3,Mammography,not in wise,1998-12-13,675
RAD_ZH00000421_MR,MR Rectum,Magnetic Resonance,MR Rectum - MR: 643,2023-03-16,675
RAD_6005_MG,NMR BEIDE MAMAE,Mammography,NMR BEIDE MAMAE - MR: 672; NMR BEIDE MAMAE - PR: 1,2015-10-02,674
RAD_0000008765_US,TEE - Klepfunctie / kunstklep / bioklep / plas RUM,Ultra Sound,TEE - Klepfunctie / kunstklep / bioklep / plas RUM - US: 337,2023-03-16,673
RAD_ZH00000415_MR,MR Ovariële Massa,Magnetic Resonance,MR Ovariële Massa - MR: 686,2023-03-16,671
RAD_THORAX/A_MG,THORAX/ABDOMEN/PELVIS,Mammography,not in wise,2003-03-28,671
RAD_SB2I4_MG,2 x superbiopsie + 4 immuno's,Mammography,not in wise,2011-11-21,670
RAD_T_FSP_MG,RX Full Spine,Mammography,not in wise,2018-03-30,669
RAD_FULL SPI_MG,SPINE,Mammography,not in wise,2011-03-17,667
RAD_KMIM2_MG,Kleine Macroscopie + 2 immuno's,Mammography,not in wise,2011-11-21,663
RAD_T_TRX2_MG,RX Teleradiografie,Mammography,not in wise,2018-04-13,656
RAD_ZH00000686_NM,SPECT-CT Voet Links,Nuclear Medicine,SPECT-CT Voet Links - NM: 604,2023-03-16,656
RAD_ZH00000167_CT,CT Nieren,Computed Tomography,CT Nieren - CT: 641,2023-03-16,655
RAD_PTCA1_MG,PTCA 1 TAK,Mammography,PTCA 1 TAK - XA: 716,2017-09-25,653
RAD_ZH00000109_CR,CR Cystografie + Permictionele Opnames,Computed Radiography,CR Cystografie + Permictionele Opnames - CR: 652,2023-03-15,649
RAD_PLON_MG,Punctie long,Mammography,Punctie long - CT: 45; Punctie long - US: 13; Punctie long - CR: 4,2017-09-29,648
RAD_T_OK_DEF_MG,Ingreep (niet gedefinieerd),Mammography,not in wise,2018-04-19,648
RAD_DUPL ABD_MG,DUPL ABD,Mammography,DUPL ABD - US: 647,2011-03-22,647
RAD_ZH00000687_NM,SPECT-CT Voet Rechts,Nuclear Medicine,SPECT-CT Voet Rechts - NM: 586,2023-03-16,639
RAD_T_MRSCHR_MG,MRI Schouder Re,Mammography,not in wise,2018-04-18,638
RAD_ECHO HAL_MG,ECHO HALS,Mammography,not in wise,2011-03-23,637
RAD_ZH00005189_NM,Whole body + diagn spect/CT WERVELZUIL inj,Nuclear Medicine,Whole body + diagn spect/CT WERVELZUIL inj - NM: 333; Whole body + diagn spect/CT WERVELZUIL inj - NM: 321; Whole body + diagn spect/CT WERVELZUIL inj - OT: 315,2023-03-16,635
RAD_CT HALS_MG,CT HALS,Mammography,CT HALS - CT: 628; CT HALS - MG: 2,2011-03-24,635
RAD_T_ESCR_MG,Echo Scrotum,Mammography,not in wise,2018-04-18,633
RAD_IVDP_MG,IVDSA PERIFERE INJ,Mammography,IVDSA PERIFERE INJ - XA: 6; IVDSA PERIFERE INJ - RF: 5,2017-08-31,632
RAD_CWZ2_MG,CWZ2,Mammography,not in wise,1998-12-31,631
RAD_CS00000034_ECG,24 uurs holter,Electrocardiography,not in wise,2022-08-09,630
RAD_ZH00000463_MR,MR Heup Arthro Rechts,Magnetic Resonance,MR Heup Arthro Rechts - MR: 635,2023-03-16,626
RAD_GBIM3_MG,Gewone biopsie + 3 immuno's,Mammography,not in wise,2011-11-21,625
RAD_ZH00000203_CT,CT Pols Rechts,Computed Tomography,CT Pols Rechts - CT: 603,2023-03-16,624
RAD_T_MRDWZ_MG,MRI Dorsale Wervelzuil,Mammography,not in wise,2018-04-18,618
RAD_GBIM2_MG,Gewone biopsie + 2 immuno's,Mammography,not in wise,2011-11-23,618
RAD_0000008751_US,Shearwave,Ultra Sound,Shearwave - US: 510; Shearwave - US: 156,2023-03-14,617
RAD_SIN_MG,RX sinussen,Mammography,RX Sinussen - CR: 4993; RX Sinussen - DX: 602; RX sinussen - CR: 82; RX SINUSSEN - CR: 6; sinussen - CR: 5; RX sinussen - RF: 1; RX Sinussen - CT: 1,2014-12-19,615
RAD_ZH00005407_MR,MR Nieren,Magnetic Resonance,MR Nieren - MR: 643,2023-03-14,611
RAD_AAOL_MG,Art. ao + ond. led.,Mammography,Art.ao + ond.led. new - RF: 59; Art. ao + ond. led. - RF: 36; Art. ao + ond. led. - US: 2; Art.ao + ond.led. new - XA: 2; Art. ao + ond. led. - CR: 2; Art. ao + ond. led. - CT: 1,2016-09-08,610
RAD_0000008707_NM,Sentinel Borst SPECT/CT (LDCT) scan,Nuclear Medicine,Sentinel Borst SPECT/CT (LDCT) scan - NM: 614,2023-03-14,609
RAD_ZH00000423_MR,MR Entero,Magnetic Resonance,MR Entero - MR: 596;  - MR: 2,2023-03-09,607
RAD_0000008716_NM,Schildklierscan Tc99m met SPECT/CT (LDCT) scan,Nuclear Medicine,Schildklierscan Tc99m met SPECT/CT (LDCT) scan - NM: 626,2023-03-15,607
RAD_ZH00000175_CT,CT Thorax-Abdomen Trauma/Bloeding,Computed Tomography,CT Thorax-Abdomen Staging Colon - CT: 444; CT Thorax-Abdomen Trauma/Bloeding - CT: 123; CT Thorax-Abdomen Standaard - CT: 38,2023-03-13,605
