source_code,source_term,source_frequency
RAD_DUPL CAR,Small Parts,2
RAD_SUBT,BIJK.HON.SUBTRACTI,2
RAD_T_CORA,Consultatie Medische Beeldvorming,2
RAD_ZH00000598,DATscan alleen injectie tracer,2
RAD_SMSBI2,SMSBI2,2
RAD_THID,Therapie I 131 zonder prestatie,2
RAD_1727,DUPL CAR + AND ECHO,2
RAD_ASAN,ALCOHOLISCHE SEPTUM ABLATIE + NARCOSE,2
RAD_MERGSP,Beenmergscan met SPECT opnames,2
RAD_0000008931,CT TPS Thorax met contrast,2
RAD_KMID,KMID,2
RAD_ZH00005518,VVI-ICD revisie,2
RAD_N6022,NANOCOLL/N,2
RAD_0000008744,VVI ICD-implantatie + Narcose,2
RAD_ZH00000510,Punctie Nier,2
RAD_ZH00005500,Diagnostisch EFO + narcose,2
RAD_5,biopsie 5x,2
RAD_AHN,ABLATIE HISBUNDEL + NARCOSE,2
RAD_ZH00005546,PTMV + TEE + narcose,2
RAD_CRTPMVN,CRT PM-VERVANGING + NARCOSE,2
RAD_MERG,Beenmergscan,2
RAD_GBD1I1,GBD1I1,2
RAD_T_EMBN1,"Emb + 1s selectief, géén globale art",2
RAD_0000008554,EUS Rectum,2
RAD_SMSBI1,SMSBI1,2
RAD_CORONARO,interventie,2
RAD_ZH00005291,Drukmetingen Onderste Ledematen,2
RAD_CA2IM5,CA2IM5,2
RAD_ZH00005292,Inspanningstest,2
RAD_1620,PLAATSING TENCKHOFF KATHETER ONDER ECHO,2
RAD_T_CSCH2,CT SCHEDEL 2VLAKKEN,2
RAD_2° DILAT,A.JODI,1
RAD_CAD2I4,CAD2I4,1
RAD_T_PELV,RX Pelvimetrie,1
RAD_CFCA,CFCA,1
RAD_0000008745,VVI-ICD revisie + Narcose,1
RAD_CRTPMR,CRT PM-REVISIE,1
RAD_CONSULTH,Consult Hosp,1
RAD_ZH00005224,CI selectie,1
RAD_T_MAM,Scintimammografie,1
RAD_81,heelkundige behandeling van fractuur van middelvoe,1
RAD_ZH00000512,Punctie Pericard,1
RAD_T_DSA VC,Dig Substr V Cava,1
RAD_ZH00000112,CR Opstijgende Pyelografie Rechts,1
RAD_KSD2I2,KSD2I2,1
RAD_KMD2I3,KMD2I3,1
RAD_1257,LWZ + BEKKEN,1
RAD_0000008714,Cisternografie SPECT/CT (LDCT) 24u pi,1
RAD_DOPL,DOPL,1
RAD_C2D2I3,C2D2I3,1
RAD_0000008857,CT Schouder Rechts Lima Smart Space,1
RAD_T_CENKL+,CT Enkel Li +,1
RAD_T_CFEMR+,CT Femur Re +,1
RAD_0000008730,Total Body scan I123 WB scan,1
RAD_SMK2I4,SMK2I4,1
RAD_ZH00000660,SPECT-CT Maxilli-Faciaal Massief,1
RAD_EVB,Echo volle blaas,1
RAD_CATHLAB,Onderzoeken cathlab,1
RAD_AEP,Edgard Prihadi assistentie,1
RAD_T_CBVINL,CBCT Vinger Links,1
RAD_9068,OPNAME IN OP,1
RAD_DPMVN,DDD-PACEMAKER-VERVANGING + NARCOSE,1
RAD_SMKMGB,Supermakroscopie + kleine makroscopie + biopsie,1
RAD_LYMF-OLD,LYMFOGRAFIE,1
RAD_KN4R,RX Knie 4 opnames re,1
RAD_T_CVOAR,CT Voorarm Re,1
RAD_516,3 VC + 2 x immuno,1
RAD_ZH00000362,MR Hersenen Functionele Stereotaxie,1
RAD_B1157,LEUKOCYTENSCAN,1
RAD_0000008930,CT TPS Hoofd-Hals met contrast,1
RAD_KMSB2I3,kleine Macroscopie + 2 x superbiopsie + 3 immuno's,1
RAD_ECHORH,Echo Cardio Menen Haspeslagh,1
RAD_ZH00005597,Diagnostische EFO + ajmaline,1
RAD_1306,MAAG-DUODENUM,1
RAD_S201?,gr.macro + gr.micro : gegev. opvr.,1
RAD_ZH00005461,Duplex thoracale vaten (adhoc) D,1
RAD_CS00000329,Echo,1
RAD_CA2IM6,CA2IM6,1
RAD_1662,CT STAG.2 REG. MET 50%,1
RAD_CA4,CYTOLOGIE ANDERE 4X,1
RAD_T_EXTERN,EXTERN UITGEVOERDE ONDERZOEKEN,1
RAD_T_CFEML+,CT Femur Li +,1
RAD_T_CHUMR,CT Humerus Re,1
RAD_M200,kl.macro,1
RAD_KMGI5,Kleine Macroscopie + gewone biopsie + 5 immuno's,1
RAD_TLGA,Tl201 Indium-Galli,1
RAD_0000008924,CT TPS Thorax,1
RAD_CAVOGRAF,A.JODI,1
RAD_T_B2,superbiopsie,1
RAD_ZH00005468,3. Tijdelijke PM,1
RAD_0000008825,Holmium scout pre-therapie,1
RAD_106,vriescoupe + 6 controles,1
RAD_CAU2,1x urine en 2x bladderwash,1
RAD_KMD1I2,KMD1I2,1
RAD_502,2 x immuno,1
RAD_NE,Neuro embolisatie,1
RAD_0000008757,ECG studie,1
RAD_KM2D3I5,KM2D3I5,1
RAD_0000005158,Total body scan I131 diagn SPECT/CT (LD CT) scan,1
RAD_CU4,CYTOLOGIE URINE OF SPUTUM 4X,1
RAD_SCH+TH+L,Artery,1
RAD_EXTR,Extractie vreemd lichaam,1
RAD_ZH00000552,Botscan SPECT zonder WB,1
RAD_VACE,Vacora onder echo,1
RAD_T_CONBL+,CT Onderbeen Li +,1
RAD_SMMB2,Supermakroscopie + 2 x minibiopt,1
RAD_LAPDO,Laparascopie drilling ovaria,1
RAD_ZH00000517,Punctie Testes,1
RAD_COLL,Scan nanocolloid,1
RAD_KMIM5,KMIM5,1
RAD_SKD3I2,SKD3I2,1
RAD_9007,OPSTIJGENDE MYELO,1
RAD_SMD1I4,SMD1I4,1
RAD_ZH00005541,Alcoholische septumablatie + TEE + narcose,1
RAD_T_CONBL,CT Onderbeen Li,1
RAD_ZH00005605,loop recorder implantatie + narcose,1
RAD_1728,SUPPL AAN BED,1
RAD_VEN: DIL,A.JODI,1
RAD_T_ACAR3,Art Carotis SEL,1
RAD_B1202,ECTOPISCH MAAGSLIJMVLIES,1
RAD_EGFB,Echo gastro Dr. Baert,1
RAD_CS00000118,Slaapregistratie polygrafie,1
RAD_CAID1,CAID1,1
RAD_SBID2,SBID2,1
RAD_RX KNIE,RX KNIE,1
RAD_AWA,Wim Anné Assistentie,1
RAD_KM5,KM5,1
RAD_M206,M206,1
RAD_T_CSELTU,CT Sella Tursica,1
RAD_ZH00000111,CR Opstijgende Pyelografie Links,1
RAD_T_CONS,Consultatie,1
RAD_T_CHEUR+,CT Heup Re +,1
RAD_1608,VENA CAVA FILTER,1
RAD_24,niet-cx cyto 4x,1
RAD_ZH00000604,Total body scan I131 diagn SPECT,1
RAD_ZH00005023,Bijschildklier Tc99m MIBI 2 tijden en LD CT,1
RAD_NEFRO,RX nefro-skelet,1
RAD_VBGB2,Vriesbiopsie + 2 gewone biopsie,1
RAD_CACC,CACC,1
RAD_SMD4I2,SMD4I2,1
RAD_T_PTCH,Percut Cholangio,1
RAD_CS00000092,Echo thorax zonder punctie,1
RAD_KMD2I1,KMD2I1,1
RAD_ZH00005491,DDD-ICD revisie,1
RAD_DPB,Duplex penile bloedvaten,1
RAD_NMR HART,breast^dyn tumor,1
RAD_GB4I2,Gewone biopsie 4x + 2 immuno's,1
RAD_S2D2I1,S2D2I1,1
RAD_0000008925,CT TPS Thorax 4D,1
RAD_GB4I3,GB4I3,1
RAD_VENP-OLD,PUNCTIE VENE,1
RAD_T_ec58b7,ec58b74.doc,1
RAD_CAD3I4,CAD3I4,1
RAD_B1450,TOTAL BODY MIBG + SPECT,1
RAD_SMKI8,Supermakroscopie + kleine makroscopie + 8 immuno's,1
RAD_T_PER,Peritoneografie,1
RAD_0000008729,Total Body scan I123 WB inj,1
RAD_109,vriescoupe + 9 controles,1
RAD_SM3KM,SM3KM,1
RAD_SBD1,SBD1,1
RAD_TEST,test,1
RAD_ZH00005644,Holmium scout pre-therapie scan,1
RAD_ZH00005614,coronarografie post-op + re hartkath + biopsie,1
RAD_ZH00000632,Sentinel Maligne Melanoma,1
RAD_ZH00000105,CR Videofluoroscopie,1
RAD_SBD1I1,SBD1I1,1
RAD_sleutelb,Sleutelbeen,1
RAD_SBD2I1,SBD2I1,1
RAD_GB3IM8,GB3IM8,1
RAD_ZH00005576,TEE + cardioversie - poli,1
RAD_ZH00005615,coronarografie post-op + PCI,1
RAD_ASTN,ABLATIE SUPRAVENT. TACHYCARDIE + NARCOSE,1
RAD_SMVBI1,SMVBI1,1
RAD_0000008923,CT TPS Hoofd-Hals,1
RAD_CS00000209,Tympanometrie,1
RAD_ZH00005053,Mannitol provocatietest,1
RAD_43,heelkundige behandeling van elleboogfractuur-luxat,1
RAD_ZH00005242,echo pancreas/milt,1
RAD_1404,THORAX (4 OPNAMEN),1
RAD_CS00000161,24 uurs EEG,1
RAD_KN4L,RX knie 4 opn li,1
RAD_T_EZW,Echo Zwangerschap,1
RAD_0000008715,Cisternografie SPECT/CT (LDCT) 48u pi,1
RAD_DICDRN,DDD ICD-REVISIE,1
RAD_XTOFIXS,Echo cardiologie stadscampus,1
RAD_GBD1I2,GBD1I2,1
RAD_KM2M2G2,2 x Kleine Macroscopie + 2 immuno's + 2 gewone bio,1
RAD_ZH00000570,Myocardscintigrafie (Tc99m) rust + Ca,1
RAD_KM2I8,2 x Kleine Macroscopie + 8 immuno's,1
RAD_KVD3I4,KVD3I4,1
RAD_CBCT,CT Tanden,1
RAD_T_CSIN2,sinus 2 vlakken,1
RAD_SMGI2,Supermakroscopie + gewone biospie + 2 immuno's,1
RAD_3D,3d mapping systeem,1
RAD_0000008713,Cisternografie SPECT/CT (LDCT) scan,1
RAD_T_SSC,Scopie Interne OZ,1
RAD_DOSI,Dosimetrie nummer,1
RAD_ZH00005525,VVI-Pacemakervervanging + narcose,1
RAD_T_LAPPEN,Lap. Appendectomie (CHI),1
RAD_0000008578,Echo Cor / TTE,1
RAD_ZH00005469,4. Verwijderen PM,1
RAD_MBIM3,MBIM3,1
RAD_CAD3I1,CAD3I1,1
RAD_PUNCTIEL,Punctie Leverbiopt,1
RAD_CHOP,RX peroperatieve cholangiografie,1
RAD_TLON-OLD,TOMO LONGEN 4 CL,1
RAD_GB3I1,Gewone biopsie 3x  + 1 immuno,1
RAD_ZH00005618,coronarografie post-op+ PCI + IVUS,1
RAD_SMKI3,Supermakroscopie + kleine makroscopie + 3 immuno's,1
RAD_T_CONBR,CT Onderbeen Re,1
RAD_VBSBD1,VBSBD1,1
RAD_CS00000097,Bepalen longvolumina met Heliumdilutie,1
RAD_ZH00005496,DDD-Pacemakerrevisie + narcose,1
RAD_EGDD,Echo gastro Dr. Dewulf,1
RAD_CAD3,CAD3,1
RAD_BDSLPCT,Botscan met SPECT/CT(ldCT) no WB,1
RAD_TL2,Gallium GA67,1
RAD_MB2GBI3,2x minibiopt + gewone biopsie + 3 i,1
RAD_SBD2,SBD2,1
RAD_ZH00005624,coronaro post-op + nierangio + PTA nierarterie,1
RAD_1721,ZWANGERSCHAP,1
RAD_IMPELLA,IMPELLA,1
RAD_ZH00005235,ECG,1
RAD_84,heelkundige behandeling van tarso-metatarsale luxa,1
RAD_1242,CERVICALE WERVELZUIL (2 OPNAMEN),1
RAD_S2D3I3,S2D3I3,1
RAD_ZH00005564,SSEP conversie,1
RAD_C2D1I4,C2D1I4,1
RAD_0000005157,Total body scan I131 diagn SPECT/CT (LD CT) inn,1
RAD_ASV,Van de Walle Stefaan  assistentie,1
RAD_ZH00005489,CRT PM-vervanging + narcose,1
RAD_T_SCHNT,RX Schedel NT,1
RAD_CBCTRP,CBCT rotsbeen pseudo,1
RAD_EVOL,Echo Voluson,1
RAD_CUIM3,cytologie urine - sputum + 3x immuno,1
RAD_SMD2I3,SMD2I3,1
RAD_T_B3,kleine macro,1
RAD_MBIM4,Minibiopt + 4 immuno's,1
RAD_1407,TOESLAG BOBBY,1
RAD_T_ENDO,Echo Transrectaal,1
RAD_GB11,Gewone biopsie 11x,1
RAD_T_EMB,embolisatie z arter,1
RAD_0000008525,CT + CR Knie Arthro Rechts,1
RAD_ZH00005487,CRT PM-revisie + narcose,1
RAD_T_B4,supermacro,1
RAD_INTENSIE,Intensieve zorgen,1
RAD_GBIDI1,GBIDI1,1
RAD_NO,NO PROVOCATIETEST,1
RAD_ZH00000359,MR Hersenen Non Coop,1
RAD_T_OPG15-,RX ORTHOPANTOMGR,1
RAD_T_DLIDO,DUPLEX LIDMAAT,1
RAD_ZH00000110,CR Opstijgende Pyelografie,1
RAD_OPERATIE,Operatiekwartier,1
RAD_OPG,Schedel,1
RAD_B2010,JOOD10THERAPIE,1
RAD_KM2GI4,KM2GI4,1
RAD_CRTICDRN,CRT ICD-REVISIE,1
RAD_0000008905,CT Enkel rechts Episealer,1
RAD_1592,PUNCTIE MILT,1
RAD_205,makro + 2 biop + 3 immuno,1
RAD_TMRAG,MRT Angiografie,1
RAD_25,vertebrale osteosynthese,1
RAD_ZH00005202,Duplex abdominale vaten (adhoc) E,1
RAD_SKTL,Schildkl.scanTl201,1
RAD_KMD2,KMD2,1
RAD_0000008728,CT Schouder Rechts ZIMMER PSI,1
RAD_MIBGNO,MIBG-scan niet oncologische indicatie,1
RAD_T_CFOS-,CT Fossa Post -,1
RAD_1456,DEFERENTOGRAFIE,1
RAD_ID2IM2,ID2IM2,1
RAD_ZH00000626,Nierscintigrafie DTPA,1
RAD_SBGB2,Superbiopsie + 2 gewone biopsies,1
RAD_0000008712,Cisternografie SPECT/CT (LDCT) inj,1
RAD_T_CENKR+,CT Enkel Re +,1
RAD_QDR1_104,cystoscopie,1
RAD_0000008505,EndoECHO,1
RAD_SBD2I3,SBD2I3,1
RAD_ZH00000631,Sentinel Borst SPECT,1
RAD_SKD2I3,SKD2I3,1
RAD_F16.89.0,Medische voorgeschiedenis,1
RAD_82,heelkundige behandeling van fractuur van verscheid,1
RAD_ZH00005566,MR + CR Schouder Arthro Rechts,1
RAD_STERNUM,Sternum,1
RAD_unilater,Carotid STEDELIJK,1
RAD_IDIM3,IDIM3,1
RAD_SMGB2,Supermakroscopie + 2 x gewone biopsie,1
RAD_SMD1I2,SMD1I2,1
RAD_GB2I6,Gewone biopsie 2x + 6 immuno's,1
RAD_ZH00005378,ABLATIE AVNRT,1
RAD_1503,CAROTIS,1
RAD_ZH00000424,MR Entero Groot FOV,1
RAD_K2D3I2,K2D3I2,1
RAD_204,makro + 2 biop + 2 immuno,1
RAD_KMGI6,Kleine Macroscopie + gewone biopsie + 6 immuno's,1
RAD_CS00000275,Echo cardio,1
RAD_0000008935,CT TPS Extremiteiten met contrast,1
RAD_RX SCHED,RX SCHEDEL,1
RAD_98,heelkundige behandeling van pseudarthrose van pate,1
RAD_0000008586,Echo puncties,1
RAD_SM2I1,Supermakroscopie 2x + immuno,1
RAD_FLAB,SEL.ABD.FLEB 1,1
RAD_ZH00005498,DDD-Pacemakervervanging + narcose,1
RAD_SB2D2I4,SB2D2I4,1
RAD_M95,kl.macro + kl. micro + 1 immuno,1
RAD_SMVBI3,Supermakroscopie + vriesbiopsie + 3 immuno's,1
RAD_ZH00005638,LuPSMA cyclus 2 of meer scan Dag6,1
RAD_ZH00005228,Onderzoek 60 minuten,1
RAD_IMH,Immuunhistochemie,1
